

Complete listing of Fine Structure file
File:  D:\SoundingArchive\Sonde2021\Ball09\PTU\20210929\Esrange_20210929_071127_EDT_PTULevels.tsv

Started at       29 September 2021  7:11 UTC

Station  :       Esrange
Location :       67.89 N 21.08 E       335 m/MSL

RS type       :  RS41-SGP
RS-number     :  R5020121
Sounding processor serial number: 0


Ground check  :     Ref     RS   Corr

  Pressure    :   989.8  988.0    1.8
  Temperature :   /////  /////  /////
  Humidity    :   /////  /////  /////

Clouds    : /////
Special 1 : /////
Special 2 : /////

Telemetry noise level  :  100 %

                 P      T      U
Accepted (%) : /////  /////  /////
Replaced (%) : /////  /////  /////
Rejected (%) : /////  /////  /////

GPS data quality
    Valid raw wind ratio        :  ///// %
    Valid raw wind on 5 ratio   :  ///// %
    Invalid raw wind on 4 ratio :  ///// %
    Poor PDOP ratio             :  ///// %
    Unidentified signals ratio  :  ///// %
    Mean satellite track count  :  /////
    Mean track count valid      :  /////
    Gaps over 1 min             :  ///// min


Reason for termination : WeakOrFadingSignal

   Time Pressure   Height  Temperature  RH   Dewp   Significance flags

 min  s      hPa      gpm     deg C      %  deg C  Automatic  Operator

  67 30    119.4    15113     -57.3      3  -82.5                           
  67 31    119.4    15117     -57.2      3  -82.4                           
  67 32    119.3    15121     -57.2      3  -82.3                           
  67 33    119.2    15124     -57.1      3  -82.2                           
  67 34    119.1    15128     -57.1      3  -82.2                           
  67 35    119.1    15132     -57.1      3  -82.1                           
  67 36    119.0    15136     -57.1      3  -82.1                           
  67 37    118.9    15140     -57.2      3  -82.1                           
  67 38    118.9    15144     -57.2      3  -82.2                           
  67 39    118.8    15148     -57.4      3  -82.3                           
  67 40    118.7    15152     -57.5      3  -82.4                           
  67 41    118.6    15156     -57.7      3  -82.5                           
  67 42    118.5    15160     -57.8      3  -82.6                           
  67 43    118.5    15164     -57.9      3  -82.7                           
  67 44    118.4    15168     -58.0      3  -82.8                           
  67 45    118.3    15172     -58.0      3  -82.9                           
  67 46    118.2    15176     -58.1      3  -82.9                           
  67 47    118.2    15180     -58.1      3  -82.9                           
  67 48    118.1    15184     -58.1      3  -82.9                           
  67 49    118.0    15188     -58.1      3  -82.9                           
  67 50    117.9    15192     -58.2      3  -83.0                           
  67 51    117.9    15196     -58.2      3  -83.0                           
  67 52    117.8    15200     -58.3      3  -83.0                           
  67 53    117.7    15203     -58.3      3  -83.1                           
  67 54    117.7    15207     -58.4      3  -83.1                           
  67 55    117.6    15211     -58.4      3  -83.1                           
  67 56    117.5    15215     -58.5      3  -83.1                           
  67 57    117.4    15219     -58.5      3  -83.1                           
  67 58    117.4    15222     -58.5      3  -83.0                           
  67 59    117.3    15226     -58.4      3  -82.9                           
  68  0    117.2    15230     -58.3      3  -82.8                           
  68  1    117.2    15234     -58.1      3  -82.6                           
  68  2    117.1    15238     -58.0      3  -82.5                           
  68  3    117.0    15242     -57.9      3  -82.4                           
  68  4    116.9    15246     -57.9      3  -82.3                           
  68  5    116.9    15250     -57.9      3  -82.3                           
  68  6    116.8    15254     -58.0      3  -82.3                           
  68  7    116.7    15258     -58.0      3  -82.4                           
  68  8    116.6    15262     -58.0      3  -82.3                           
  68  9    116.6    15266     -58.0      3  -82.3                           
  68 10    116.5    15270     -57.9      3  -82.2                           
  68 11    116.4    15274     -57.9      3  -82.2                           
  68 12    116.4    15278     -57.9      3  -82.2                           
  68 13    116.3    15282     -57.9      3  -82.2                           
  68 14    116.2    15286     -58.0      3  -82.3                           
  68 15    116.1    15290     -58.1      3  -82.4                           
  68 16    116.0    15294     -58.1      3  -82.4                           
  68 17    116.0    15298     -58.1      3  -82.4                           
  68 18    115.9    15302     -58.1      3  -82.4                           
  68 19    115.8    15306     -58.1      3  -82.5                           
  68 20    115.7    15310     -58.2      3  -82.5                           
  68 21    115.7    15314     -58.3      3  -82.6                           
  68 22    115.6    15319     -58.4      3  -82.7                           
  68 23    115.5    15323     -58.6      3  -82.8                           
  68 24    115.4    15327     -58.7      3  -82.9                           
  68 25    115.4    15331     -58.8      3  -83.0                           
  68 26    115.3    15335     -58.8      3  -83.0                           
  68 27    115.2    15339     -58.9      3  -83.0                           
  68 28    115.2    15343     -58.9      3  -83.0                           
  68 29    115.1    15347     -58.9      3  -82.9                           
  68 30    115.0    15351     -58.8      3  -82.8                           
  68 31    114.9    15355     -58.7      3  -82.7                           
  68 32    114.9    15359     -58.6      3  -82.6                           
  68 33    114.8    15362     -58.5      3  -82.4                           
  68 34    114.7    15366     -58.4      3  -82.3                           
  68 35    114.6    15370     -58.4      4  -82.3                           
  68 36    114.6    15374     -58.4      4  -82.2                           
  68 37    114.5    15378     -58.4      4  -82.2                           
  68 38    114.4    15382     -58.3      4  -82.1                           
  68 39    114.4    15386     -58.3      4  -82.1                           
  68 40    114.3    15390     -58.4      4  -82.1                           
  68 41    114.2    15394     -58.4      4  -82.1                           
  68 42    114.1    15398     -58.5      4  -82.2                           
  68 43    114.1    15402     -58.6      4  -82.2                           
  68 44    114.0    15406     -58.7      4  -82.3                           
  68 45    113.9    15410     -58.7      4  -82.3                           
  68 46    113.9    15414     -58.7      4  -82.4                           
  68 47    113.8    15418     -58.8      4  -82.4                           
  68 48    113.7    15422     -58.8      4  -82.4                           
  68 49    113.6    15426     -58.8      4  -82.4                           
  68 50    113.6    15430     -58.8      4  -82.5                           
  68 51    113.5    15434     -58.8      4  -82.5                           
  68 52    113.4    15438     -58.9      4  -82.6                           
  68 53    113.3    15442     -58.9      4  -82.7                           
  68 54    113.3    15446     -59.0      3  -82.7                           
  68 55    113.2    15450     -59.0      3  -82.8                           
  68 56    113.1    15454     -59.1      3  -82.9                           
  68 57    113.1    15458     -59.1      3  -82.9                           
  68 58    113.0    15462     -59.2      3  -83.0                           
  68 59    112.9    15466     -59.2      3  -83.0                           
  69  0    112.8    15470     -59.2      3  -83.1                           
  69  1    112.8    15474     -59.3      3  -83.1                           
  69  2    112.7    15478     -59.3      3  -83.1                           
  69  3    112.6    15483     -59.3      3  -83.2                           
  69  4    112.5    15487     -59.3      3  -83.2                           
  69  5    112.5    15491     -59.4      3  -83.2                           
  69  6    112.4    15495     -59.5      3  -83.3                           
  69  7    112.3    15499     -59.6      3  -83.4                           
  69  8    112.2    15504     -59.7      3  -83.5                           
  69  9    112.2    15508     -59.8      3  -83.5                           
  69 10    112.1    15512     -59.8      3  -83.5                           
  69 11    112.0    15517     -59.8      3  -83.5                           
  69 12    111.9    15521     -59.8      3  -83.5                           
  69 13    111.9    15525     -59.8      3  -83.4                           
  69 14    111.8    15529     -59.8      3  -83.4                           
  69 15    111.7    15533     -59.8      4  -83.3                           
  69 16    111.6    15537     -59.8      4  -83.3                           
  69 17    111.6    15542     -59.8      4  -83.2                           
  69 18    111.5    15546     -59.8      4  -83.2                           
  69 19    111.4    15550     -59.8      4  -83.1                           
  69 20    111.3    15555     -59.8      4  -83.1                           
  69 21    111.2    15559     -59.8      4  -83.0                           
  69 22    111.2    15563     -59.7      4  -82.9                           
  69 23    111.1    15568     -59.7      4  -82.8                           
  69 24    111.0    15572     -59.7      4  -82.8                           
  69 25    110.9    15576     -59.7      4  -82.7                           
  69 26    110.9    15580     -59.7      4  -82.6                           
  69 27    110.8    15584     -59.7      4  -82.6                           
  69 28    110.7    15588     -59.7      4  -82.5                           
  69 29    110.6    15593     -59.8      4  -82.6                           
  69 30    110.6    15597     -59.9      4  -82.6                           
  69 31    110.5    15601     -60.0      4  -82.6                           
  69 32    110.4    15605     -60.0      4  -82.7                           
  69 33    110.4    15609     -60.0      4  -82.6                           
  69 34    110.3    15614     -60.1      4  -82.7                           
  69 35    110.2    15618     -60.1      4  -82.7                           
  69 36    110.1    15622     -60.2      4  -82.8                           
  69 37    110.1    15626     -60.3      4  -82.9                           
  69 38    110.0    15630     -60.4      4  -83.0                           
  69 39    109.9    15634     -60.5      4  -83.1 T      Tr   T      Tr     
  69 40    109.9    15638     -60.4      4  -83.1                           
  69 41    109.8    15642     -60.3      4  -83.1                           
  69 42    109.7    15646     -60.3      4  -83.1                           
  69 43    109.6    15650     -60.3      4  -83.1                           
  69 44    109.6    15654     -60.3      4  -83.2                           
  69 45    109.5    15658     -60.4      4  -83.3                           
  69 46    109.4    15662     -60.5      4  -83.4                           
  69 47    109.4    15666     -60.4      4  -83.5                           
  69 48    109.3    15670     -60.4      4  -83.5                           
  69 49    109.2    15674     -60.2      4  -83.5                           
  69 50    109.1    15678     -60.1      4  -83.4                           
  69 51    109.1    15682     -60.0      4  -83.4                           
  69 52    109.0    15686     -59.9      4  -83.4                           
  69 53    108.9    15690     -59.8      3  -83.4                           
  69 54    108.9    15694     -59.8      3  -83.4                           
  69 55    108.8    15697     -59.7      3  -83.4                           
  69 56    108.7    15701     -59.7      3  -83.4                           
  69 57    108.7    15705     -59.7      3  -83.5                           
  69 58    108.6    15709     -59.7      3  -83.5                           
  69 59    108.5    15712     -59.8      3  -83.6                           
  70  0    108.5    15716     -59.8      3  -83.7                           
  70  1    108.4    15720     -59.9      3  -83.8                           
  70  2    108.4    15723     -59.9      3  -83.8                           
  70  3    108.3    15727     -59.9      3  -83.8                           
  70  4    108.2    15730     -59.9      3  -83.8                           
  70  5    108.2    15734     -59.9      3  -83.9                           
  70  6    108.1    15738     -60.0      3  -83.9                           
  70  7    108.0    15741     -60.1      3  -84.0                           
  70  8    108.0    15745     -60.1      3  -84.1                           
  70  9    107.9    15748     -60.2      3  -84.1                           
  70 10    107.9    15752     -60.2      3  -84.2                           
  70 11    107.8    15756     -60.3      3  -84.2                           
  70 12    107.7    15760     -60.3      3  -84.2                           
  70 13    107.7    15763     -60.3      3  -84.2                           
  70 14    107.6    15767     -60.2      3  -84.2                           
  70 15    107.5    15771     -60.2      3  -84.2                           
  70 16    107.5    15774     -60.1      3  -84.2                           
  70 17    107.4    15778     -60.2      3  -84.2                           
  70 18    107.3    15782     -60.2      3  -84.3                           
  70 19    107.3    15785     -60.2      3  -84.3                           
  70 20    107.2    15789     -60.2      3  -84.3                           
  70 21    107.2    15793     -60.2      3  -84.4                           
  70 22    107.1    15796     -60.2      3  -84.4                           
  70 23    107.0    15800     -60.2      3  -84.4                           
  70 24    107.0    15804     -60.3      3  -84.5                           
  70 25    106.9    15807     -60.3      3  -84.5                           
  70 26    106.8    15811     -60.3      3  -84.6                           
  70 27    106.8    15814     -60.3      3  -84.6                           
  70 28    106.7    15818     -60.2      3  -84.6                           
  70 29    106.7    15821     -60.2      3  -84.6                           
  70 30    106.6    15825     -60.3      3  -84.7                           
  70 31    106.5    15828     -60.3      3  -84.7                           
  70 32    106.5    15832     -60.3      3  -84.8                           
  70 33    106.4    15836     -60.3      3  -84.8                           
  70 34    106.4    15839     -60.3      3  -84.8                           
  70 35    106.3    15843     -60.3      3  -84.8                           
  70 36    106.2    15847     -60.2      3  -84.7                           
  70 37    106.2    15851     -60.2      3  -84.7                           
  70 38    106.1    15855     -60.2      3  -84.7                           
  70 39    106.0    15859     -60.2      3  -84.7                           
  70 40    105.9    15863     -60.2      3  -84.8                           
  70 41    105.9    15867     -60.2      3  -84.8                           
  70 42    105.8    15871     -60.3      3  -84.8                           
  70 43    105.8    15875     -60.3      3  -84.8                           
  70 44    105.7    15879     -60.2      3  -84.7                           
  70 45    105.6    15883     -60.2      3  -84.7                           
  70 46    105.6    15886     -60.1      3  -84.6                           
  70 47    105.5    15890     -60.1      3  -84.5                           
  70 48    105.4    15894     -60.0      3  -84.5                           
  70 49    105.4    15898     -60.0      3  -84.4                           
  70 50    105.3    15902     -60.0      3  -84.4                           
  70 51    105.2    15906     -60.0      3  -84.4                           
  70 52    105.2    15909     -60.0      3  -84.3                           
  70 53    105.1    15913     -60.0      3  -84.3                           
  70 54    105.0    15917     -60.0      3  -84.3                           
  70 55    105.0    15921     -60.0      3  -84.3                           
  70 56    104.9    15925     -60.0      3  -84.3                           
  70 57    104.8    15928     -60.0      3  -84.3                           
  70 58    104.8    15932     -60.0      3  -84.3                           
  70 59    104.7    15936     -59.9      3  -84.2                           
  71  0    104.7    15940     -59.8      3  -84.1                           
  71  1    104.6    15944     -59.8      3  -84.1                           
  71  2    104.5    15948     -59.7      3  -84.1                           
  71  3    104.5    15952     -59.7      3  -84.0                           
  71  4    104.4    15956     -59.6      3  -84.0                           
  71  5    104.3    15960     -59.7      3  -84.1                           
  71  6    104.2    15964     -59.7      3  -84.1                           
  71  7    104.2    15968     -59.7      3  -84.1                           
  71  8    104.1    15973     -59.7      3  -84.1                           
  71  9    104.0    15977     -59.7      3  -84.1                           
  71 10    104.0    15981     -59.7      3  -84.2                           
  71 11    103.9    15985     -59.8      3  -84.2                           
  71 12    103.8    15989     -59.9      3  -84.3                           
  71 13    103.8    15994     -60.0      3  -84.3                           
  71 14    103.7    15998     -60.0      3  -84.4                           
  71 15    103.6    16002     -60.0      3  -84.4                           
  71 16    103.6    16006     -60.1      3  -84.4                           
  71 17    103.5    16010     -60.1      3  -84.4                           
  71 18    103.4    16014     -60.1      3  -84.3                           
  71 19    103.4    16018     -60.1      3  -84.3                           
  71 20    103.3    16022     -60.0      3  -84.2                           
  71 21    103.2    16025     -59.9      3  -84.1                           
  71 22    103.2    16029     -59.8      3  -84.0                           
  71 23    103.1    16033     -59.7      3  -83.9                           
  71 24    103.0    16037     -59.6      3  -83.7                           
  71 25    103.0    16041     -59.5      3  -83.6                           
  71 26    102.9    16045     -59.3      3  -83.4                           
  71 27    102.8    16049     -59.2      3  -83.3                           
  71 28    102.8    16053     -59.2      3  -83.2                           
  71 29    102.7    16057     -59.1      3  -83.2                           
  71 30    102.7    16061     -59.1      3  -83.2                           
  71 31    102.6    16065     -59.2      3  -83.2                           
  71 32    102.5    16069     -59.2      3  -83.2                           
  71 33    102.5    16073     -59.2      3  -83.1                           
  71 34    102.4    16077     -59.1      3  -83.1                           
  71 35    102.3    16081     -59.0      3  -83.1                           
  71 36    102.2    16085     -59.0      3  -83.1                           
  71 37    102.2    16089     -59.0      3  -83.1                           
  71 38    102.1    16093     -59.0      3  -83.2                           
  71 39    102.0    16098     -59.0      3  -83.2                           
  71 40    102.0    16102     -59.0      3  -83.4                           
  71 41    101.9    16105     -59.1      3  -83.5                           
  71 42    101.9    16109     -59.1      3  -83.6                           
  71 43    101.8    16113     -59.2      3  -83.7                           
  71 44    101.7    16117     -59.2      3  -83.8                           
  71 45    101.7    16121     -59.3      3  -84.0                           
  71 46    101.6    16125     -59.3      3  -84.1                           
  71 47    101.5    16129     -59.4      3  -84.2                           
  71 48    101.5    16133     -59.4      3  -84.4                           
  71 49    101.4    16137     -59.5      3  -84.5                           
  71 50    101.3    16141     -59.6      3  -84.7                           
  71 51    101.3    16145     -59.7      3  -84.8                           
  71 52    101.2    16149     -59.7      3  -84.9                           
  71 53    101.1    16153     -59.7      3  -84.9                           
  71 54    101.1    16157     -59.6      3  -84.9                           
  71 55    101.0    16161     -59.5      3  -84.9                           
  71 56    101.0    16165     -59.4      3  -84.9                           
  71 57    100.9    16169     -59.3      3  -84.8                           
  71 58    100.8    16173     -59.2      3  -84.7                           
  71 59    100.8    16177     -59.0      3  -84.6                           
  72  0    100.7    16181     -58.9      3  -84.5                           
  72  1    100.6    16185     -58.8      3  -84.4                           
  72  2    100.6    16189     -58.8      3  -84.4                           
  72  3    100.5    16193     -58.9      3  -84.4                           
  72  4    100.4    16198     -58.9      3  -84.4                           
  72  5    100.4    16202     -59.0      3  -84.4                           
  72  6    100.3    16206     -59.1      3  -84.4                           
  72  7    100.2    16210     -59.1      3  -84.4                           
  72  8    100.2    16214     -59.1      3  -84.4                           
  72  9    100.1    16219     -59.1      3  -84.3                           
  72 10    100.0    16223     -59.0      3  -84.2 TU          TU            
  72 11    100.0    16227     -59.0      3  -84.1                           
  72 12     99.9    16231     -59.0      3  -84.1                           
  72 13     99.8    16235     -59.0      3  -84.0                           
  72 14     99.8    16239     -59.1      3  -84.0                           
  72 15     99.7    16243     -59.2      3  -84.1                           
  72 16     99.6    16247     -59.3      3  -84.1                           
  72 17     99.6    16252     -59.3      3  -84.1                           
  72 18     99.5    16256     -59.4      3  -84.1                           
  72 19     99.4    16260     -59.4      3  -84.1                           
  72 20     99.4    16264     -59.5      3  -84.1                           
  72 21     99.3    16268     -59.5      3  -84.1                           
  72 22     99.2    16273     -59.6      3  -84.2                           
  72 23     99.2    16277     -59.7      3  -84.2                           
  72 24     99.1    16281     -59.8      3  -84.2                           
  72 25     99.0    16285     -59.8      3  -84.3                           
  72 26     99.0    16289     -59.9      3  -84.3                           
  72 27     98.9    16294     -59.9      3  -84.3                           
  72 28     98.8    16298     -59.9      3  -84.3                           
  72 29     98.8    16302     -60.0      3  -84.3                           
  72 30     98.7    16307     -60.0      3  -84.3                           
  72 31     98.6    16311     -60.1      3  -84.3                           
  72 32     98.6    16315     -60.1      3  -84.4                           
  72 33     98.5    16320     -60.2      3  -84.4                           
  72 34     98.4    16324     -60.3      3  -84.4                           
  72 35     98.4    16328     -60.3      3  -84.4                           
  72 36     98.3    16332     -60.3      3  -84.4 T           T             
  72 37     98.2    16336     -60.3      3  -84.3                           
  72 38     98.2    16340     -60.2      3  -84.2                           
  72 39     98.1    16344     -60.1      3  -84.1                           
  72 40     98.0    16349     -60.0      3  -84.0                           
  72 41     98.0    16353     -59.8      3  -83.8                           
  72 42     97.9    16357     -59.7      3  -83.7                           
  72 43     97.8    16361     -59.7      3  -83.6                           
  72 44     97.8    16365     -59.7      3  -83.6                           
  72 45     97.7    16370     -59.7      3  -83.6                           
  72 46     97.6    16374     -59.7      3  -83.5                           
  72 47     97.6    16378     -59.7      3  -83.5                           
  72 48     97.5    16382     -59.7      3  -83.5                           
  72 49     97.4    16387     -59.7      3  -83.4                           
  72 50     97.4    16391     -59.6      3  -83.4                           
  72 51     97.3    16395     -59.6      3  -83.4                           
  72 52     97.2    16400     -59.6      3  -83.3                           
  72 53     97.2    16404     -59.6      3  -83.3                           
  72 54     97.1    16408     -59.6      3  -83.4                           
  72 55     97.0    16412     -59.7      3  -83.4                           
  72 56     97.0    16416     -59.8      3  -83.5                           
  72 57     96.9    16420     -59.9      3  -83.6                           
  72 58     96.9    16424     -60.0      3  -83.7                           
  72 59     96.8    16428     -60.0      3  -83.7                           
  73  0     96.7    16432     -60.1      3  -83.8                           
  73  1     96.7    16436     -60.1      3  -83.8                           
  73  2     96.6    16440     -60.1      3  -83.8                           
  73  3     96.5    16444     -60.1      3  -83.8                           
  73  4     96.5    16448     -60.1      3  -83.8                           
  73  5     96.4    16452     -60.0      3  -83.8                           
  73  6     96.4    16457     -60.0      3  -83.7                           
  73  7     96.3    16461     -59.9      3  -83.7                           
  73  8     96.2    16465     -59.8      3  -83.6                           
  73  9     96.2    16469     -59.7      3  -83.5                           
  73 10     96.1    16473     -59.6      3  -83.4                           
  73 11     96.0    16478     -59.5      3  -83.3                           
  73 12     96.0    16482     -59.4      3  -83.3                           
  73 13     95.9    16486     -59.4      3  -83.2                           
  73 14     95.8    16490     -59.4      3  -83.2                           
  73 15     95.8    16494     -59.3      3  -83.2                           
  73 16     95.7    16498     -59.3      3  -83.1                           
  73 17     95.6    16502     -59.2      3  -83.1                           
  73 18     95.6    16507     -59.2      3  -83.1                           
  73 19     95.5    16511     -59.2      3  -83.1                           
  73 20     95.5    16515     -59.2      3  -83.1                           
  73 21     95.4    16519     -59.2      3  -83.1                           
  73 22     95.3    16523     -59.2      3  -83.1                           
  73 23     95.3    16527     -59.1      3  -83.0                           
  73 24     95.2    16531     -59.1      3  -83.0                           
  73 25     95.2    16534     -59.1      3  -83.0                           
  73 26     95.1    16539     -59.1      3  -83.1                           
  73 27     95.0    16543     -59.2      3  -83.1                           
  73 28     95.0    16547     -59.3      3  -83.2                           
  73 29     94.9    16551     -59.4      3  -83.3                           
  73 30     94.9    16555     -59.5      3  -83.5                           
  73 31     94.8    16559     -59.7      3  -83.6                           
  73 32     94.7    16563     -59.8      3  -83.7                           
  73 33     94.7    16566     -59.9      3  -83.8                           
  73 34     94.6    16570     -59.9      3  -83.9                           
  73 35     94.6    16574     -59.9      3  -84.0                           
  73 36     94.5    16577     -59.9      3  -84.0                           
  73 37     94.5    16581     -59.9      3  -84.0                           
  73 38     94.4    16585     -59.8      3  -84.0                           
  73 39     94.3    16589     -59.7      3  -84.0                           
  73 40     94.3    16593     -59.6      3  -84.0                           
  73 41     94.2    16597     -59.5      3  -84.0                           
  73 42     94.2    16601     -59.4      3  -83.9                           
  73 43     94.1    16604     -59.3      3  -83.9                           
  73 44     94.0    16608     -59.2      3  -83.9                           
  73 45     94.0    16612     -59.2      3  -83.9                           
  73 46     93.9    16616     -59.2      3  -84.0                           
  73 47     93.9    16620     -59.2      3  -84.1                           
  73 48     93.8    16623     -59.2      3  -84.2                           
  73 49     93.8    16627     -59.2      3  -84.3                           
  73 50     93.7    16630     -59.1      3  -84.3                           
  73 51     93.7    16634     -59.1      3  -84.4                           
  73 52     93.6    16638     -59.1      3  -84.4                           
  73 53     93.5    16641     -59.1      3  -84.5                           
  73 54     93.5    16645     -59.2      3  -84.6                           
  73 55     93.4    16649     -59.2      3  -84.7                           
  73 56     93.4    16653     -59.2      3  -84.8                           
  73 57     93.3    16656     -59.3      3  -84.9                           
  73 58     93.3    16660     -59.3      3  -85.0                           
  73 59     93.2    16664     -59.3      2  -85.0                           
  74  0     93.2    16667     -59.3      2  -85.0                           
  74  1     93.1    16671     -59.3      2  -85.1                           
  74  2     93.0    16675     -59.2      2  -85.1                           
  74  3     93.0    16679     -59.2      2  -85.1                           
  74  4     92.9    16682     -59.2      2  -85.0                           
  74  5     92.9    16686     -59.1      2  -85.0                           
  74  6     92.8    16690     -59.1      2  -84.9                           
  74  7     92.8    16693     -59.0      2  -84.9                           
  74  8     92.7    16697     -58.9      2  -84.8                           
  74  9     92.7    16701     -58.7      2  -84.7                           
  74 10     92.6    16704     -58.6      2  -84.6                           
  74 11     92.6    16708     -58.5      2  -84.5                           
  74 12     92.5    16711     -58.5      2  -84.4                           
  74 13     92.5    16715     -58.4      2  -84.4                           
  74 14     92.4    16718     -58.3      2  -84.3                           
  74 15     92.4    16722     -58.1      2  -84.2                           
  74 16     92.3    16725     -58.0      2  -84.1                           
  74 17     92.3    16729     -57.9      2  -84.0                           
  74 18     92.2    16732     -57.9      2  -84.0                           
  74 19     92.1    16736     -57.9      2  -84.0                           
  74 20     92.1    16740     -57.9      2  -84.1                           
  74 21     92.0    16743     -57.9      2  -84.1                           
  74 22     92.0    16747     -57.9      2  -84.2                           
  74 23     91.9    16750     -57.9      2  -84.2                           
  74 24     91.9    16754     -57.9      2  -84.2                           
  74 25     91.8    16757     -57.9      2  -84.3                           
  74 26     91.8    16760     -57.9      2  -84.3                           
  74 27     91.7    16764     -57.9      2  -84.4                           
  74 28     91.7    16767     -57.9      2  -84.4                           
  74 29     91.6    16771     -57.9      2  -84.4                           
  74 30     91.6    16775     -57.8      2  -84.4                           
  74 31     91.5    16778     -57.8      2  -84.4                           
  74 32     91.5    16782     -57.9      2  -84.5                           
  74 33     91.4    16785     -57.9      2  -84.6                           
  74 34     91.4    16789     -58.0      2  -84.6                           
  74 35     91.3    16792     -58.0      2  -84.6                           
  74 36     91.3    16795     -57.9      2  -84.6                           
  74 37     91.2    16799     -57.8      2  -84.6                           
  74 38     91.2    16802     -57.7      2  -84.5                           
  74 39     91.1    16805     -57.7      2  -84.4                           
  74 40     91.1    16808     -57.7      2  -84.4                           
  74 41     91.1    16811     -57.7      2  -84.5                           
  74 42     91.0    16815     -57.8      2  -84.5                           
  74 43     91.0    16818     -57.9      2  -84.6                           
  74 44     90.9    16821     -58.0      2  -84.6                           
  74 45     90.9    16825     -58.0      2  -84.5                           
  74 46     90.8    16828     -58.0      2  -84.5                           
  74 47     90.8    16832     -57.9      2  -84.4                           
  74 48     90.7    16835     -57.9      2  -84.3                           
  74 49     90.7    16839     -57.9      2  -84.2                           
  74 50     90.6    16843     -58.0      2  -84.2                           
  74 51     90.6    16846     -58.0      2  -84.1                           
  74 52     90.5    16850     -58.0      2  -84.1                           
  74 53     90.4    16853     -58.0      3  -84.0                           
  74 54     90.4    16857     -57.9      3  -83.9                           
  74 55     90.4    16860     -57.9      3  -83.8                           
  74 56     90.3    16864     -57.9      3  -83.7                           
  74 57     90.3    16867     -57.9      3  -83.6                           
  74 58     90.2    16870     -57.9      3  -83.6                           
  74 59     90.2    16873     -57.9      3  -83.5                           
  75  0     90.1    16877     -57.9      3  -83.4                           
  75  1     90.1    16880     -57.9      3  -83.3                           
  75  2     90.0    16883     -57.8      3  -83.2                           
  75  3     90.0    16887     -57.7      3  -83.1                           
  75  4     89.9    16890     -57.6      3  -83.0                           
  75  5     89.9    16894     -57.4      3  -82.8                           
  75  6     89.8    16897     -57.3      3  -82.7                           
  75  7     89.8    16900     -57.1      3  -82.6                           
  75  8     89.7    16904     -57.1      3  -82.5                           
  75  9     89.7    16907     -57.0      3  -82.5                           
  75 10     89.6    16910     -57.0      3  -82.6                           
  75 11     89.6    16913     -57.0      3  -82.6                           
  75 12     89.5    16916     -57.1      3  -82.7                           
  75 13     89.5    16920     -57.1      3  -82.8                           
  75 14     89.5    16923     -57.2      3  -82.9                           
  75 15     89.4    16926     -57.2      3  -83.1                           
  75 16     89.4    16930     -57.3      3  -83.3                           
  75 17     89.3    16933     -57.4      3  -83.4                           
  75 18     89.3    16936     -57.4      3  -83.6                           
  75 19     89.2    16939     -57.4      2  -83.7                           
  75 20     89.2    16943     -57.4      2  -83.8                           
  75 21     89.1    16946     -57.4      2  -83.9                           
  75 22     89.1    16949     -57.3      2  -84.0                           
  75 23     89.0    16953     -57.3      2  -84.2                           
  75 24     89.0    16956     -57.3      2  -84.3                           
  75 25     88.9    16959     -57.3      2  -84.4                           
  75 26     88.9    16962     -57.3      2  -84.5                           
  75 27     88.9    16965     -57.3      2  -84.6                           
  75 28     88.8    16968     -57.2      2  -84.6                           
  75 29     88.8    16971     -57.1      2  -84.6                           
  75 30     88.7    16975     -56.9      2  -84.6                           
  75 31     88.7    16978     -56.7      2  -84.6                           
  75 32     88.6    16981     -56.5      2  -84.5                           
  75 33     88.6    16984     -56.4      2  -84.5                           
  75 34     88.6    16987     -56.4      2  -84.5                           
  75 35     88.5    16990     -56.4      2  -84.6                           
  75 36     88.5    16993     -56.5      2  -84.7                           
  75 37     88.4    16996     -56.6      2  -84.7                           
  75 38     88.4    16999     -56.6      2  -84.7                           
  75 39     88.3    17002     -56.5      2  -84.7                           
  75 40     88.3    17005     -56.4      2  -84.6                           
  75 41     88.3    17008     -56.3      2  -84.5                           
  75 42     88.2    17011     -56.1      2  -84.4                           
  75 43     88.2    17014     -56.0      2  -84.3                           
  75 44     88.1    17017     -56.0      2  -84.2                           
  75 45     88.1    17020     -56.1      2  -84.2                           
  75 46     88.1    17023     -56.2      2  -84.2                           
  75 47     88.0    17026     -56.3      2  -84.3                           
  75 48     88.0    17029     -56.4      2  -84.3                           
  75 49     87.9    17032     -56.4      2  -84.3                           
  75 50     87.9    17035     -56.5      2  -84.3                           
  75 51     87.8    17039     -56.5      2  -84.2                           
  75 52     87.8    17042     -56.5      2  -84.2                           
  75 53     87.8    17045     -56.6      2  -84.1                           
  75 54     87.7    17048     -56.6      2  -84.1                           
  75 55     87.7    17051     -56.6      2  -84.0                           
  75 56     87.6    17054     -56.6      2  -84.0                           
  75 57     87.6    17057     -56.5      2  -83.9                           
  75 58     87.5    17060     -56.5      2  -83.8                           
  75 59     87.5    17063     -56.5      2  -83.7                           
  76  0     87.5    17066     -56.5      2  -83.7                           
  76  1     87.4    17069     -56.4      2  -83.6                           
  76  2     87.4    17072     -56.4      2  -83.5                           
  76  3     87.3    17075     -56.3      2  -83.4                           
  76  4     87.3    17078     -56.2      2  -83.3                           
